"ID_geno";"ID_modacourt";"Annee_plantation";"NoteGlobaleVITI_CR_2021";"NoteGlobaleVITI_CR_2022";"NoteGlobaleVITI_CR_2023";"NoteGlobaleVITI_2021_QT";"NoteGlobaleVITI_2022_QT";"NoteGlobaleVITI_2023_QT"
"RR001";"ResRhod";2019;-1,28436593655522;-0,562431176970862;-1,24772274072167;"1";"2";"1"
"RR002";"ResRhod";2019;2,0415403454335;0,96568371894997;-0,0686543755729874;"5";"5";"3"
"RR003";"ResRhod";2019;2,0415403454335;1,81463643890599;0,77353731381893;"5";"5";"4"
"RR004";"ResRhod";2019;-0,286594051958602;-1,24159335293568;0,26822230018378;"3";"1";"4"
"RR005";"ResRhod";2019;0,378587204439141;0,456312086976359;0,0997839623053961;"4";"4";"3"
"RR006";"ResRhod";2019;1,37635908903576;1,13547426294117;1,27885232745408;"5";"5";"5"
"RR007";"ResRhod";2019;-1,28436593655522;-1,58117444091808;-1,07928440284329;"1";"1";"1"
"RR008";"ResRhod";2019;1,54265440313519;-0,0530595449972511;-0,405531051329754;"5";"3";"2"
"RR009";"ResRhod";2019;1,04376846083688;0,286521542985156;0,77353731381893;"5";"4";"4"
"RR010";"ResRhod";2019;-0,951775308356346;-0,562431176970862;-0,573969389208138;"2";"2";"2"
"RR011";"ResRhod";2019;-1,61695656475409;-1,24159335293568;-0,0686543755729874;"1";"1";"3"
"RR012";"ResRhod";2019;0,0459965762402694;-0,0530595449972511;0,436660638062163;"3";"3";"4"
"RR013";"ResRhod";2019;0,378587204439141;0,456312086976359;0,0997839623053961;"4";"4";"3"
"RR014";"ResRhod";2019;-0,286594051958602;-2,2603366168829;-0,237092713451371;"3";"1";"2"
"RR015";"ResRhod";2019;-0,286594051958602;-0,562431176970862;0,436660638062163;"3";"2";"4"
"RR016";"ResRhod";2019;-0,619184680157474;-0,0530595449972511;-0,237092713451371;"2";"3";"2"
"RR017";"ResRhod";2019;0,378587204439141;-0,902012264953269;-0,405531051329754;"4";"2";"2"
"RR018";"ResRhod";2019;-0,619184680157474;0,96568371894997;-0,405531051329754;"2";"5";"2"
"RR019";"ResRhod";2019;-1,61695656475409;-1,24159335293568;0,77353731381893;"1";"1";"4"
"RR020";"ResRhod";2019;-0,452889366058038;0,116730998993952;0,436660638062163;"2";"3";"4"
"RR021";"ResRhod";2019;0,378587204439141;0,116730998993952;0,0997839623053961;"4";"3";"3"
"RR022";"ResRhod";2019;0,711177832638013;0,795893174958767;-0,0686543755729874;"4";"4";"3"
"RR023";"ResRhod";2019;0,544882518538577;1,30526480693238;1,27885232745408;"4";"5";"5"
"RR024";"ResRhod";2019;1,21006377493632;1,47505535092358;2,121044016846;"5";"5";"5"
"RR025";"ResRhod";2019;NA;0,96568371894997;-0,0686543755729874;NA;"5";"3"
"RR026";"ResRhod";2019;-0,286594051958602;0,795893174958767;1,27885232745408;"3";"4";"5"
"RR027";"ResRhod";2019;0,212291890339705;1,64484589491478;1,61572900321085;"4";"5";"5"
"RR028";"ResRhod";2019;-0,120298737859166;1,13547426294117;1,27885232745408;"3";"5";"5"
"RR029";"ResRhod";2019;-0,951775308356346;-0,0530595449972511;0,26822230018378;"2";"3";"4"
"RR030";"ResRhod";2019;-0,120298737859166;1,47505535092358;0,605098975940547;"3";"5";"4"
"RR031";"ResRhod";2019;-0,286594051958602;-0,902012264953269;-0,0686543755729874;"3";"2";"3"
"RR032";"ResRhod";2019;-1,61695656475409;-1,07180280894447;-0,405531051329754;"1";"1";"2"
"RR033";"ResRhod";2019;-1,61695656475409;-1,58117444091808;-0,237092713451371;"1";"1";"2"
"RR034";"ResRhod";2019;-0,286594051958602;-0,222850088988455;1,27885232745408;"3";"3";"5"
"RR035";"ResRhod";2019;-0,452889366058038;-0,902012264953269;-0,405531051329754;"2";"2";"2"
